id,date,team_1_name,team_1_score,team_2_name,team_2_score,d_ability_1,d_form_2,d_h2h_1,is_february,is_saturday
5a03f2584825085e2df336e1,2008-11-13 01:00:00,New Orleans Pelicans,86.0,Los Angeles Lakers,93.0,-0.2498944323999499,3.919414573976576,-0.6599657989187528,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336e0,2008-11-13 01:00:00,Milwaukee Bucks,82.0,San Antonio Spurs,78.0,0.1165666687317963,-3.705119717917526,-0.6611379694806421,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336dd,2008-11-13 03:30:00,Phoenix Suns,82.0,Houston Rockets,94.0,0.06575511295068615,-1.2969990723191884,-0.6605971957007144,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336dc,2008-11-13 03:30:00,Los Angeles Clippers,98.0,Sacramento Kings,103.0,-0.11107439592470286,0.23354053865062419,-0.6608980495584482,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336db,2008-11-14 01:00:00,Cleveland Cavaliers,110.0,Denver Nuggets,99.0,0.15546138393033182,-1.397032127855994,-0.6581490628669756,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336da,2008-11-14 01:30:00,Chicago Bulls,98.0,Dallas Mavericks,91.0,0.12247965880007364,-3.1830622645720927,-0.6561652100860287,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336d9,2008-11-14 03:30:00,Golden State Warriors,102.0,Detroit Pistons,107.0,-0.28874223043460245,3.220231775380335,-0.6564704959293794,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336d8,2008-11-15 00:00:00,Indiana Pacers,92.0,Philadelphia 76ers,94.0,-0.008679210028537838,-5.308229619806672,-0.6540330901194872,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d7,2008-11-15 00:00:00,Charlotte Hornets,104.0,Utah Jazz,96.0,-0.4320489685015049,-1.6704574274273627,-0.6542977254844128,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d4,2008-11-15 00:30:00,Brooklyn Nets,115.0,Atlanta Hawks,108.0,-0.3593033161248864,-1.3572467482395534,-0.6520533533112939,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d5,2008-11-15 00:30:00,Miami Heat,97.0,Washington Wizards,77.0,-0.03991062182592825,-4.711536591824461,-0.6450508490189274,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d6,2008-11-15 00:30:00,New York Knicks,116.0,Oklahoma City Thunder,106.0,0.3731381724309072,2.5373677844683074,-0.6495038075470246,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d2,2008-11-15 01:00:00,Memphis Grizzlies,96.0,Milwaukee Bucks,101.0,-0.21899141141293046,0.2894476540021598,-0.6448559053170546,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d1,2008-11-15 01:00:00,Boston Celtics,85.0,Denver Nuggets,94.0,0.06392571645327116,-0.7729351302046815,-0.6461296341471843,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d3,2008-11-15 01:00:00,New Orleans Pelicans,87.0,Portland Trail Blazers,82.0,0.06505116171507866,-0.5352079759676747,-0.6445389932568747,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336d0,2008-11-15 01:30:00,San Antonio Spurs,77.0,Houston Rockets,75.0,-0.28733066711723415,0.8757347806586053,-0.6438383268484574,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336cf,2008-11-15 01:30:00,Dallas Mavericks,100.0,Orlando Magic,102.0,-0.11085349247548487,1.0466361635277814,-0.6435841508821685,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336ce,2008-11-15 03:00:00,Sacramento Kings,95.0,Phoenix Suns,97.0,-0.25773080139137905,-0.8993818352592932,-0.6433302290918436,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336cd,2008-11-15 03:30:00,Los Angeles Lakers,95.0,Detroit Pistons,106.0,0.20338808943414807,0.7944810961225899,-0.6447919273019446,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336cc,2008-11-15 20:30:00,Los Angeles Clippers,103.0,Golden State Warriors,121.0,-0.26445014535026784,0.860032836236771,-0.6475863374305538,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336cb,2008-11-16 00:00:00,Philadelphia 76ers,110.0,Oklahoma City Thunder,85.0,0.3784856090038462,4.15191288954336,-0.6421823152177699,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c9,2008-11-16 00:30:00,Cleveland Cavaliers,105.0,Utah Jazz,93.0,0.13262940913895746,-4.370389590649737,-0.6392614480296764,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c8,2008-11-16 01:00:00,Minnesota Timberwolves,83.0,Portland Trail Blazers,88.0,-0.026313577555704747,-2.104451149376466,-0.639583637635082,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c5,2008-11-16 01:30:00,Chicago Bulls,104.0,Indiana Pacers,91.0,-0.03432249800594902,2.223514213461067,-0.6344518635586361,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c7,2008-11-16 01:30:00,Milwaukee Bucks,97.0,Boston Celtics,102.0,0.045983229196096626,0.12462871614274605,-0.6399055050508878,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c6,2008-11-16 01:30:00,Houston Rockets,91.0,New Orleans Pelicans,82.0,0.05732533765194351,2.489484420938363,-0.6375587033658381,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c4,2008-11-16 18:00:00,Toronto Raptors,107.0,Miami Heat,96.0,-0.060624137006840245,3.184469682139977,-0.6317293230531617,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c3,2008-11-16 22:30:00,Charlotte Hornets,85.0,Orlando Magic,90.0,-0.21346671019320293,-2.3172103077705404,-0.6320590447835482,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c2,2008-11-16 23:00:00,New York Knicks,114.0,Dallas Mavericks,124.0,0.33103680521865214,-3.481986823785435,-0.6333414179469988,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c1,2008-11-17 01:00:00,Phoenix Suns,104.0,Detroit Pistons,86.0,-0.24711922342144996,1.093944296083427,-0.6275191338142582,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336c0,2008-11-17 01:00:00,Denver Nuggets,90.0,Minnesota Timberwolves,84.0,0.13167532998254666,1.1039275552336798,-0.631572969041933,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336bf,2008-11-17 02:00:00,Sacramento Kings,88.0,San Antonio Spurs,90.0,-0.11305612394514424,-3.2424755027242047,-0.6272812770410029,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336be,2008-11-18 01:00:00,Oklahoma City Thunder,89.0,Houston Rockets,100.0,-0.5856555582649728,-4.787751512385879,-0.6287590242031571,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336bc,2008-11-18 03:30:00,Los Angeles Clippers,83.0,San Antonio Spurs,86.0,-0.42573196929339957,-1.5991194736490506,-0.6287105237704733,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336bb,2008-11-19 00:00:00,Washington Wizards,87.0,Miami Heat,94.0,-0.1271439860858356,3.7239747369176386,-2.225097144894197,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336ba,2008-11-19 00:00:00,Orlando Magic,103.0,Toronto Raptors,90.0,-0.002885156634443338,-0.12384982459390259,-0.6289404093319367,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b9,2008-11-19 00:00:00,Indiana Pacers,113.0,Atlanta Hawks,96.0,-0.12424118858788652,-4.606655233932597,-0.6250798028949318,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b8,2008-11-19 00:00:00,Charlotte Hornets,83.0,Dallas Mavericks,100.0,-0.1862785950474734,-3.52145092624291,-0.6313304190716545,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b7,2008-11-19 00:30:00,Brooklyn Nets,82.0,Cleveland Cavaliers,106.0,-0.4692205992865043,4.946549830664554,-0.626707858526797,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b6,2008-11-19 00:30:00,Boston Celtics,110.0,New York Knicks,101.0,-0.035967836151223835,-1.2182519471496658,-0.6227478269120399,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b5,2008-11-19 01:00:00,Memphis Grizzlies,109.0,Sacramento Kings,94.0,-0.004295168100488381,0.0416702427225288,-0.6232306771025146,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b4,2008-11-19 02:00:00,Denver Nuggets,114.0,Milwaukee Bucks,105.0,0.08597163647131373,0.2763963092757777,-0.620900550245415,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b3,2008-11-19 03:30:00,Los Angeles Lakers,116.0,Chicago Bulls,109.0,0.24986785477370627,0.34883384951318697,-0.618953945977091,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b2,2008-11-19 03:30:00,Golden State Warriors,111.0,Portland Trail Blazers,106.0,-0.07549105595539908,-0.5247075332799138,-0.6173904807749528,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b1,2008-11-20 00:00:00,Atlanta Hawks,91.0,Washington Wizards,87.0,0.2153310778264332,-0.8794748882288276,-0.6160191752689794,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336b0,2008-11-20 00:30:00,Miami Heat,95.0,Toronto Raptors,101.0,0.06407917425199036,-1.0700404908748953,-1.3603616525199282,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336af,2008-11-20 00:30:00,Detroit Pistons,96.0,Cleveland Cavaliers,89.0,-0.23199717533860853,3.1818369996859026,-0.614612944456648,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336ae,2008-11-20 01:00:00,New Orleans Pelicans,96.0,Sacramento Kings,105.0,0.3757438425652529,0.13618009922345975,-0.6157221674894648,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336ad,2008-11-20 01:00:00,Minnesota Timberwolves,102.0,Philadelphia 76ers,96.0,-0.31281747669642224,-1.983280522472291,-0.6152687491655623,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336ac,2008-11-20 01:00:00,Houston Rockets,86.0,Dallas Mavericks,96.0,0.21730584083352555,-1.2441981408076794,0.6357830462520386,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336ab,2008-11-20 01:00:00,Oklahoma City Thunder,88.0,Los Angeles Clippers,108.0,0.07434267337014798,-4.994795163230148,-0.6184738749342277,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336aa,2008-11-20 01:30:00,San Antonio Spurs,81.0,Denver Nuggets,91.0,-0.1954918654319784,4.517849348771613,-0.6197698332675268,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336a9,2008-11-20 02:00:00,Utah Jazz,105.0,Milwaukee Bucks,94.0,0.09113003323565262,1.578369782286909,-0.6170619747923388,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336a8,2008-11-20 03:30:00,Portland Trail Blazers,116.0,Chicago Bulls,74.0,-0.03806798833240558,2.6627041959979176,-0.6084483410158843,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336a7,2008-11-21 01:00:00,Boston Celtics,98.0,Detroit Pistons,80.0,-0.1681432500506483,-1.1219286767596304,-0.6044176304162364,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336a6,2008-11-21 03:30:00,Phoenix Suns,92.0,Los Angeles Lakers,105.0,-0.18834839975179882,1.5321648864719446,-0.6062994336869357,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df336a2,2008-11-22 00:00:00,Indiana Pacers,98.0,Orlando Magic,100.0,-0.010951790788562342,-2.408538517862494,-0.606766261599872,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336a3,2008-11-22 00:00:00,Philadelphia 76ers,89.0,Los Angeles Clippers,88.0,0.5843658901002988,-0.5375417174805024,-0.605511007920927,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336a4,2008-11-22 00:00:00,Toronto Raptors,127.0,Brooklyn Nets,129.0,0.3239250647063603,0.5407247052761539,-0.6069835828221376,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336a5,2008-11-22 00:00:00,Washington Wizards,91.0,Houston Rockets,103.0,-0.3719149530800098,0.7321337694927829,-0.6072011215831608,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336a1,2008-11-22 00:30:00,Atlanta Hawks,88.0,Charlotte Hornets,83.0,0.38764821224603146,2.0933102012747082,-0.6052149840821125,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df336a0,2008-11-22 01:00:00,Minnesota Timberwolves,78.0,Boston Celtics,95.0,-0.23004820780229843,1.5730191526625663,-0.6078583749229832,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369f,2008-11-22 01:30:00,San Antonio Spurs,119.0,Utah Jazz,94.0,-0.24844530788292615,3.9334750575845683,-0.6024940806727093,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369e,2008-11-22 01:30:00,Milwaukee Bucks,104.0,New York Knicks,87.0,-0.12383796323713055,-1.4258616733583975,-0.5952104058855813,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369d,2008-11-22 01:30:00,Dallas Mavericks,91.0,Memphis Grizzlies,76.0,0.28479767574176795,2.5692221078487614,-0.599041113026282,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369c,2008-11-22 02:30:00,Oklahoma City Thunder,80.0,New Orleans Pelicans,105.0,-0.5694037801246752,-4.532435389322201,-0.5993885711523237,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369b,2008-11-22 03:00:00,Sacramento Kings,96.0,Portland Trail Blazers,117.0,-0.5105104067440681,0.9510869262724784,-0.602800173329962,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df3369a,2008-11-22 03:30:00,Los Angeles Lakers,104.0,Denver Nuggets,90.0,0.2464544753688747,-0.4260217752162149,-0.5995374958218377,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df33699,2008-11-22 03:30:00,Golden State Warriors,110.0,Chicago Bulls,115.0,0.15922247967486908,2.1045904902964594,-0.5998994093794524,-0.3969949058425927,2.0596621981374352
5a03f2584825085e2df33698,2008-11-23 00:00:00,Orlando Magic,95.0,Houston Rockets,100.0,-0.13331955380366142,-0.2609273803908436,-0.6002609610235085,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33696,2008-11-23 00:30:00,New York Knicks,122.0,Washington Wizards,117.0,0.2170774443080835,-1.9501169722149883,-0.589334229876494,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33695,2008-11-23 00:30:00,Miami Heat,109.0,Indiana Pacers,100.0,-0.0804111586092113,1.7824194368251784,-0.5979538038824868,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33694,2008-11-23 00:30:00,Cleveland Cavaliers,110.0,Atlanta Hawks,96.0,0.38492244758636757,-3.6616089305296455,-0.5946959727438104,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33693,2008-11-23 00:30:00,Brooklyn Nets,112.0,Los Angeles Clippers,95.0,0.08006317332985322,0.8961536426981749,-0.5908696107433948,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33691,2008-11-23 01:00:00,Memphis Grizzlies,94.0,Utah Jazz,103.0,-0.20164869989997442,0.048420003041220204,-0.5876035805402424,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33692,2008-11-23 01:00:00,New Orleans Pelicans,109.0,Oklahoma City Thunder,97.0,0.8508517778462811,3.7306075490447097,2.084542256180607,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33690,2008-11-23 02:00:00,Phoenix Suns,102.0,Portland Trail Blazers,92.0,-0.3176882438020182,-0.2240380982618307,-0.5851184845487458,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368f,2008-11-23 17:30:00,Toronto Raptors,103.0,Boston Celtics,118.0,-0.31925789381597036,4.662777377609467,-0.9641741121477488,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368e,2008-11-23 22:00:00,Philadelphia 76ers,89.0,Golden State Warriors,81.0,0.21964165129589644,-0.740311109394202,-0.5852970786987688,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368d,2008-11-23 23:00:00,Detroit Pistons,80.0,Minnesota Timberwolves,106.0,0.2997550368524766,-0.0689289918029772,-0.5896757535236594,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368c,2008-11-24 02:00:00,Denver Nuggets,114.0,Chicago Bulls,101.0,0.24320492822745504,-0.4707906934845993,-0.5866167966662992,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368b,2008-11-24 02:30:00,Los Angeles Lakers,118.0,Sacramento Kings,108.0,0.852472822198767,-3.2810191350124427,-0.5841326874586793,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df3368a,2008-11-25 00:00:00,Orlando Magic,108.0,Milwaukee Bucks,101.0,0.05977196806885534,2.9992654850589826,-0.5799341132145499,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33689,2008-11-25 00:00:00,Charlotte Hornets,93.0,Philadelphia 76ers,84.0,-0.567055464643533,-1.2109417129397062,-0.5818416585912215,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33688,2008-11-25 00:30:00,Miami Heat,98.0,Houston Rockets,107.0,-0.2746919545533468,-1.0973218213429028,-0.5810780150786113,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33687,2008-11-25 01:00:00,Memphis Grizzlies,81.0,San Antonio Spurs,94.0,-0.3062363409276386,-2.6246762225466713,-0.5829831579646466,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33686,2008-11-25 02:00:00,Utah Jazz,100.0,Chicago Bulls,101.0,0.18697929359140644,1.0400837262440372,-0.5825992409362807,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33685,2008-11-25 03:00:00,Portland Trail Blazers,91.0,Sacramento Kings,90.0,0.7036980976268085,-0.2644901168502095,1.7048952877975485,-0.3969949058425927,-0.48551650892282533
5a03f2584825085e2df33684,2008-11-25 03:30:00,Los Angeles Clippers,87.0,New Orleans Pelicans,99.0,-0.5847157159645152,1.1902672999105024,-0.5835483055178172,-0.3969949058425927,-0.48551650892282533
